0 4.21031e-06 0.000151089 0 0.811288 0.188724
1e-08 4.68949e-05 0.00166065 7.7487e-07 0.811266 0.187969
2e-08 9.06252e-05 0.00316773 2.94751e-06 0.811243 0.187215
3e-08 0.000135384 0.00467221 6.50188e-06 0.811219 0.18646
4e-08 0.000181157 0.00617401 1.14217e-05 0.811194 0.185707
5e-08 0.000227926 0.00767301 1.76904e-05 0.811167 0.184954
6e-08 0.000275676 0.00916913 2.52912e-05 0.811139 0.184203
7e-08 0.000324391 0.0106623 3.42072e-05 0.811111 0.183452
8e-08 0.000374057 0.0121523 4.44212e-05 0.811081 0.182701
9e-08 0.000424658 0.0136392 5.5916e-05 0.81105 0.181952
1e-07 0.000476179 0.0151228 6.86739e-05 0.811017 0.181204
1.1e-07 0.000528607 0.0166031 8.26775e-05 0.810984 0.180457
1.2e-07 0.000581926 0.0180799 9.79089e-05 0.81095 0.179711
1.3e-07 0.000636123 0.0195532 0.00011435 0.810915 0.178966
1.4e-07 0.000691183 0.0210229 0.000131984 0.810878 0.178222
1.5e-07 0.000747093 0.022489 0.000150791 0.810841 0.17748
1.6e-07 0.00080384 0.0239512 0.000170755 0.810803 0.176739
1.7e-07 0.00086141 0.0254096 0.000191856 0.810763 0.175999
1.8e-07 0.00091979 0.0268641 0.000214077 0.810723 0.175261
1.9e-07 0.000978967 0.0283145 0.000237399 0.810682 0.174524
2e-07 0.00103893 0.0297609 0.000261804 0.81064 0.173788
2.1e-07 0.00109966 0.0312032 0.000287273 0.810596 0.173055
2.2e-07 0.00116116 0.0326412 0.00031379 0.810552 0.172322
2.3e-07 0.0012234 0.034075 0.000341335 0.810508 0.171592
2.4e-07 0.00128637 0.0355044 0.00036989 0.810462 0.170863
2.5e-07 0.00135007 0.0369294 0.000399436 0.810415 0.170135
2.6e-07 0.00141449 0.0383499 0.000429957 0.810368 0.16941
2.7e-07 0.0014796 0.0397658 0.000461434 0.810319 0.168686
2.8e-07 0.0015454 0.0411772 0.000493848 0.81027 0.167964
2.9e-07 0.00161188 0.0425839 0.000527182 0.81022 0.167244
3e-07 0.00167903 0.0439859 0.000561418 0.81017 0.166526
3.1e-07 0.00174683 0.0453832 0.000596538 0.810118 0.16581
3.2e-07 0.00181528 0.0467756 0.000632525 0.810066 0.165096
3.3e-07 0.00188436 0.0481632 0.000669361 0.810013 0.164384
3.4e-07 0.00195406 0.0495458 0.000707029 0.809959 0.163673
3.5e-07 0.00202438 0.0509235 0.000745511 0.809905 0.162965
3.6e-07 0.0020953 0.0522962 0.00078479 0.80985 0.162259
3.7e-07 0.00216682 0.0536638 0.00082485 0.809794 0.161556
3.8e-07 0.00223892 0.0550263 0.000865672 0.809738 0.160854
3.9e-07 0.00231159 0.0563837 0.000907242 0.80968 0.160154
4e-07 0.00238482 0.0577358 0.000949541 0.809623 0.159457
4.1e-07 0.00245861 0.0590828 0.000992553 0.809564 0.158762
4.2e-07 0.00253295 0.0604245 0.00103626 0.809505 0.158069
4.3e-07 0.00260781 0.0617609 0.00108065 0.809446 0.157379
4.4e-07 0.00268321 0.063092 0.00112571 0.809385 0.156691
4.5e-07 0.00275911 0.0644178 0.00117141 0.809325 0.156005
4.6e-07 0.00283553 0.0657381 0.00121775 0.809263 0.155322
4.7e-07 0.00291244 0.067053 0.00126471 0.809201 0.154641
4.8e-07 0.00298984 0.0683625 0.00131227 0.809139 0.153962
4.9e-07 0.00306773 0.0696665 0.00136042 0.809076 0.153286
5e-07 0.00314608 0.070965 0.00140914 0.809012 0.152613
5.1e-07 0.0032249 0.072258 0.00145842 0.808948 0.151942
