0 9.998250897619586e+03 1.000000000000015e+04
1e-08 9.980769232181185e+03 9.999984493937420e+03
2e-08 9.963305708041307e+03 9.999940720669485e+03
3e-08 9.945861911837061e+03 9.999868578451338e+03
4e-08 9.928439401650254e+03 9.999767971348023e+03
5e-08 9.911039706930143e+03 9.999638809253152e+03
6e-08 9.893664328491801e+03 9.999481007903940e+03
7e-08 9.876314738467865e+03 9.999294488892709e+03
8e-08 9.858992380298165e+03 9.999079179674744e+03
9e-08 9.841698668738092e+03 9.998835013572625e+03
1e-07 9.824434989884736e+03 9.998561929776875e+03
1.1e-07 9.807202701220143e+03 9.998259873343095e+03
1.2e-07 9.790003131671221e+03 9.997928795185466e+03
1.3e-07 9.772837581685566e+03 9.997568652066713e+03
1.4e-07 9.755707323319948e+03 9.997179406584526e+03
1.5e-07 9.738613600209081e+03 9.996761027154413e+03
1.6e-07 9.721557627866738e+03 9.996313487989086e+03
1.7e-07 9.704540593849126e+03 9.995836769074522e+03
1.8e-07 9.687563657831242e+03 9.995330856142604e+03
1.9e-07 9.670627951766279e+03 9.994795740640360e+03
2e-07 9.653734580056969e+03 9.994231419695934e+03
2.1e-07 9.636884619738365e+03 9.993637896081365e+03
2.2e-07 9.620079120671442e+03 9.993015178172127e+03
2.3e-07 9.603319105747036e+03 9.992363279903668e+03
2.4e-07 9.586605571099655e+03 9.991682220724872e+03
2.5e-07 9.569939486323537e+03 9.990972025548581e+03
2.6e-07 9.553321794487047e+03 9.990232724699274e+03
2.7e-07 9.536753412697424e+03 9.989464353858104e+03
2.8e-07 9.520235232354347e+03 9.988666954004999e+03
2.9e-07 9.503768119300348e+03 9.987840571358329e+03
3e-07 9.487352914083360e+03 9.986985257311972e+03
3.1e-07 9.470990432225743e+03 9.986101068370031e+03
3.2e-07 9.454681464499461e+03 9.985188066079163e+03
3.3e-07 9.438426777114510e+03 9.984246316958717e+03
3.4e-07 9.422227111915941e+03 9.983275892428825e+03
3.5e-07 9.406083187093318e+03 9.982276868736370e+03
3.6e-07 9.389995697255294e+03 9.981249326879000e+03
3.7e-07 9.373965313713266e+03 9.980193352527323e+03
3.8e-07 9.357992684784709e+03 9.979109035945388e+03
3.9e-07 9.342078436099901e+03 9.977996471909544e+03
4e-07 9.326223170911779e+03 9.976855759625771e+03
4.1e-07 9.310427470165811e+03 9.975687002645636e+03
4.2e-07 9.294691893056022e+03 9.974490308781133e+03
4.3e-07 9.279016977568348e+03 9.973265790017858e+03
4.4e-07 9.263403240575255e+03 9.972013562427241e+03
4.5e-07 9.247851178156190e+03 9.970733746077771e+03
4.6e-07 9.232361265919320e+03 9.969426464925764e+03
4.7e-07 9.216933959324226e+03 9.968091846800367e+03
4.8e-07 9.201569694002963e+03 9.966730023202394e+03
4.9e-07 9.186268885753383e+03 9.965341129283772e+03
5e-07 9.171031931281086e+03 9.963925303738115e+03
5.1e-07 9.155859208671338e+03 9.962482688707558e+03
5.2e-07 9.140751077480969e+03 9.961013429689396e+03
5.3e-07 9.125707879061974e+03 9.959517675442554e+03
5.4e-07 9.110729936884511e+03 9.957995577893898e+03
5.5e-07 9.095817556859112e+03 9.956447292044380e+03
5.6e-07 9.080971027657897e+03 9.954872975875178e+03
5.7e-07 9.066190620759873e+03 9.953272790254059e+03
5.8e-07 9.051476590912438e+03 9.951646898842229e+03
5.9e-07 9.036829176967800e+03 9.949995468000561e+03
6e-07 9.022248601814917e+03 9.948318666696174e+03
6.1e-07 9.007735072690110e+03 9.946616666409627e+03
6.2e-07 8.993288781488927e+03 9.944889641042484e+03
6.3e-07 8.978909939429033e+03 9.943101717757607e+03
6.4e-07 8.964598787488658e+03 9.941280694251333e+03
6.5e-07 8.950355476413750e+03 9.939434639892830e+03
6.6e-07 8.936180139245693e+03 9.937563743118884e+03
6.7e-07 8.922072895588746e+03 9.935668194313563e+03
6.8e-07 8.908033851621238e+03 9.933748185790488e+03
6.9e-07 8.894063100255062e+03 9.931803911686680e+03
7e-07 8.880160721429034e+03 9.929835567873441e+03
7.1e-07 8.866326782399381e+03 9.927843351867819e+03
7.2e-07 8.852561338027275e+03 9.925827462745034e+03
7.3e-07 8.838864431063328e+03 9.923788101051976e+03
7.4e-07 8.825236092301675e+03 9.921725468721781e+03
7.5e-07 8.811676340458203e+03 9.919639768990366e+03
7.6e-07 8.798185183526948e+03 9.917531206313304e+03
7.7e-07 8.784762618587125e+03 9.915399986283053e+03
7.8e-07 8.771408631982726e+03 9.913246315548133e+03
7.9e-07 8.758123199587624e+03 9.911070401733617e+03
8e-07 8.744906287067295e+03 9.908872453362861e+03
8.1e-07 8.731757850137128e+03 9.906652679780538e+03
8.2e-07 8.718677834817212e+03 9.904411291076973e+03
8.3e-07 8.705666177648738e+03 9.902148498013825e+03
8.4e-07 8.692722805342142e+03 9.899864511951791e+03
8.5e-07 8.679847636064529e+03 9.897559544779735e+03
8.6e-07 8.667040579523904e+03 9.895233808843303e+03
8.7e-07 8.654301536954696e+03 9.892887516893021e+03
8.8e-07 8.641630401351355e+03 9.890520881945633e+03
8.9e-07 8.629027057698413e+03 9.888134117329404e+03
9e-07 8.616491383196841e+03 9.885727436542102e+03
9.1e-07 8.604023247486930e+03 9.883301053207975e+03
9.2e-07 8.591622512867547e+03 9.880855181016015e+03
9.3e-07 8.579289034369129e+03 9.878390033659620e+03
9.4e-07 8.567022659471268e+03 9.875905824778891e+03
9.5e-07 8.554823229605243e+03 9.873402767903201e+03
9.6e-07 8.542690579818565e+03 9.870881076393955e+03
9.7e-07 8.530624538860216e+03 9.868340963389870e+03
9.8e-07 8.518624929378515e+03 9.865782641753747e+03
9.9e-07 8.506691568115475e+03 9.863206324020610e+03
1e-06 8.494824266097645e+03 9.860612222347301e+03
1.01e-06 8.483022828823448e+03 9.858000548463424e+03
1.02e-06 8.471287056447103e+03 9.855371513623690e+03
1.03e-06 8.459616743929770e+03 9.852725328574841e+03
1.04e-06 8.448011680522084e+03 9.850062203446638e+03
1.05e-06 8.436471651085083e+03 9.847382347837740e+03
1.06e-06 8.424996436162372e+03 9.844685970653802e+03
1.07e-06 8.413585811821986e+03 9.841973280078941e+03
1.08e-06 8.402239549820029e+03 9.839244483631626e+03
1.09e-06 8.390957417760957e+03 9.836499788012923e+03
1.1e-06 8.379739179254790e+03 9.833739399128373e+03
1.11e-06 8.368584594070997e+03 9.830963522040127e+03
1.12e-06 8.357493418289208e+03 9.828172360932396e+03
1.13e-06 8.346465404446828e+03 9.825366119078217e+03
1.14e-06 8.335500301627755e+03 9.822544998807374e+03
1.15e-06 8.324597854881869e+03 9.819709201476586e+03
1.16e-06 8.313757806694039e+03 9.816858927440746e+03
1.17e-06 8.302979896844830e+03 9.813994376022658e+03
1.18e-06 8.292263862264708e+03 9.811115745485455e+03
1.19e-06 8.281609437163457e+03 9.808223233006334e+03
1.2e-06 8.271016353156781e+03 9.805317034651378e+03
1.21e-06 8.260484339389977e+03 9.802397345351501e+03
1.22e-06 8.250013122658867e+03 9.799464358854426e+03
1.23e-06 8.239602427527841e+03 9.796518267794059e+03
1.24e-06 8.229251976445270e+03 9.793559263543271e+03
1.25e-06 8.218961489856194e+03 9.790587536272027e+03
1.26e-06 8.208730686051371e+03 9.787603274910358e+03
1.27e-06 8.198559280913880e+03 9.784606667132133e+03
1.28e-06 8.188446989458101e+03 9.781597899337505e+03
1.29e-06 8.178393525189898e+03 9.778577156635401e+03
1.3e-06 8.168398600136194e+03 9.775544622828320e+03
1.31e-06 8.158461924942280e+03 9.772500480397926e+03
1.32e-06 8.148583208966686e+03 9.769444910491609e+03
1.33e-06 8.138762160373696e+03 9.766378092909810e+03
1.34e-06 8.128998486223530e+03 9.763300206094227e+03
1.35e-06 8.119291892560163e+03 9.760211427116781e+03
1.36e-06 8.109642118212880e+03 9.757057188721954e+03
1.37e-06 8.100048972430522e+03 9.753871753759608e+03
1.38e-06 8.090512164414899e+03 9.750675829751757e+03
1.39e-06 8.081031394236713e+03 9.747469592597097e+03
1.4e-06 8.071606361712714e+03 9.744253216730609e+03
1.41e-06 8.062236766571807e+03 9.741026875115100e+03
1.42e-06 8.052922308086952e+03 9.737790739234959e+03
1.43e-06 8.043662685146438e+03 9.734544979091024e+03
1.44e-06 8.034457596323240e+03 9.731289763196064e+03
1.45e-06 8.025306739942432e+03 9.728025258570910e+03
1.46e-06 8.016209814146665e+03 9.724751630741233e+03
1.47e-06 8.007166516959822e+03 9.721469043734871e+03
1.48e-06 7.998176546348785e+03 9.718177660079742e+03
1.49e-06 7.989239600283456e+03 9.714877640802290e+03
1.5e-06 7.980355376794986e+03 9.711569145426782e+03
1.51e-06 7.971523574032312e+03 9.708252331974509e+03
1.52e-06 7.962743890038556e+03 9.704927356964155e+03
1.53e-06 7.954016022447467e+03 9.701594375414270e+03
1.54e-06 7.945339670016519e+03 9.698253540843696e+03
1.55e-06 7.936714531900782e+03 9.694905005271652e+03
